prediction;test_price
59.78;77.68
59.71;77.35
58.97;79.33
58.11;80.93
58.94;82.84
59.94;82.43
61.3;83.27
61.43;83.85
61.43;83.7
61.55;85.1
61.77;84.73
62.06;85.38
61.93;86.48
62.67;86.79
63.31;85.5
63.53;86.12
62.92;87.06
62.39;85.17
62.88;84.96
61.79;85.15
61.47;85.08
61.3;85.63
61.12;85.93
61.41;85.56
61.86;85.44
61.73;85.0
61.89;84.13
61.74;84.19
60.84;85.72
60.47;86.73
61.1;86.99
62.18;87.55
62.57;87.73
62.66;88.45
62.79;88.11
63.02;88.23
62.97;88.73
62.88;88.77
63.25;87.95
62.88;86.71
62.6;87.93
61.95;87.68
62.0;87.12
62.59;86.42
62.47;87.58
61.94;88.75
61.93;89.02
62.46;90.28
62.45;90.75
63.42;90.49
63.77;91.07
63.65;91.52
63.51;90.76
64.0;90.27
63.87;89.85
63.52;88.53
63.27;88.06
62.54;88.96
62.24;89.88
62.43;90.33
62.45;90.53
62.93;91.23
63.14;90.31
63.42;90.42
63.22;91.22
63.25;90.8
64.04;90.25
63.87;91.19
64.28;90.78
64.82;91.02
64.56;90.06
64.78;88.81
64.28;89.34
63.36;87.17
63.21;88.1
62.28;90.18
61.87;97.06
62.49;98.37
65.54;97.77
67.26;97.49
67.18;97.68
67.05;97.63
66.85;99.27
67.2;99.83
67.78;99.78
68.34;99.54
68.41;99.56
67.92;100.2
67.25;100.62
67.33;100.31
67.75;101.17
67.65;100.21
68.03;99.75
67.61;101.48
67.21;101.92
68.26;101.17
69.12;100.66
69.2;99.5
69.01;100.88
68.58;98.8
68.72;98.61
67.97;102.71
67.49;102.01
68.86;102.9
69.36;102.51
69.39;103.47
69.03;102.9
68.96;103.92
68.8;103.71
69.02;102.65
68.92;100.63
68.73;100.86
68.12;101.09
67.42;101.7
67.08;100.52
67.95;101.05
67.76;101.59
67.69;101.23
67.66;101.04
67.42;101.93
66.96;102.32
67.93;102.5
69.09;102.08
69.74;102.22
69.41;102.53
69.05;103.6
69.26;102.25
69.55;103.71
68.99;103.2
69.13;103.45
68.82;104.46
67.99;104.97
68.2;105.57
68.31;105.34
68.69;105.24
68.7;104.19
69.2;105.92
68.56;106.41
69.19;106.2
69.9;105.15
70.68;104.71
70.26;105.53
69.4;104.08
69.73;104.69
68.82;104.64
68.27;105.35
68.45;105.71
68.71;105.74
69.23;105.96
69.12;105.61
69.44;105.79
69.03;105.67
69.39;104.88
69.72;105.77
68.96;105.93
68.5;105.77
68.29;106.34
68.26;106.14
68.21;106.54
68.24;105.71
68.02;105.71
67.53;104.74
67.42;104.0
67.39;105.42
67.43;106.01
68.39;105.37
69.08;105.59
69.12;106.44
69.08;106.85
69.59;108.51
70.03;107.93
70.08;108.8
70.59;109.65
70.52;109.03
71.05;109.68
71.24;110.2
71.28;108.34
71.73;109.39
71.02;110.98
71.46;110.82
71.17;111.53
70.84;112.88
71.06;111.04
71.41;111.43
70.61;112.24
70.2;113.79
70.27;113.6
70.36;114.03
70.79;114.78
71.56;114.57
71.55;115.27
71.99;115.01
72.66;115.03
72.76;114.52
72.59;114.62
72.55;113.99
72.27;114.19
72.11;115.52
71.85;115.7
71.79;115.67
71.6;116.75
71.15;117.3
71.39;106.54
71.68;104.64
68.22;105.41
66.3;107.0
66.46;104.11
67.35;103.13
67.25;103.64
66.73;103.3
67.04;105.12
66.63;103.08
67.35;102.61
67.13;96.41
67.28;95.28
65.52;91.92
63.88;92.43
62.6;95.65
63.13;98.49
65.1;98.78
67.08;98.21
67.69;95.92
66.95;98.22
65.06;98.31
65.25;97.33
65.98;100.26
65.44;98.23
65.91;98.9
65.57;100.71
66.01;100.08
66.66;99.7
65.78;100.21
65.85;100.44
66.01;99.13
65.75;99.68
65.04;98.79
64.44;97.91
64.49;96.99
63.65;96.68
64.55;94.94
64.44;95.83
63.1;98.51
63.55;98.97
64.9;99.29
65.49;100.1
66.42;100.03
67.54;99.66
67.26;100.84
65.89;101.75
65.48;102.51
66.11;102.75
66.61;101.92
66.53;104.0
65.55;104.34
65.03;105.52
65.15;105.88
66.46;106.12
67.15;109.17
66.72;109.01
67.75;109.43
67.24;109.67
67.1;110.22
67.17;110.89
67.57;109.64
68.15;110.89
67.88;111.37
68.04;109.17
68.2;108.92
67.52;111.5
67.75;112.22
68.56;113.19
68.94;112.32
68.74;112.02
68.07;110.7
67.9;111.74
67.42;111.94
67.77;113.88
67.71;114.43
67.81;115.74
67.71;115.11
68.49;113.7
68.62;114.39
68.5;110.98
68.3;109.38
66.76;111.23
65.04;109.89
66.17;107.85
66.41;110.12
65.62;109.73
65.63;108.42
65.51;107.45
64.64;107.45
63.84;104.81
64.14;106.08
63.0;108.81
62.97;110.39
64.14;108.66
65.2;104.5
65.13;103.4
63.88;103.55
62.67;102.41
62.51;102.7
61.53;104.04
61.39;103.88
62.35;103.16
62.48;101.94
62.21;99.9
61.7;97.88
61.31;97.36
60.74;96.53
60.44;96.28
60.26;96.93
60.65;98.43
61.4;95.54
62.44;96.15
62.53;91.09
62.8;91.16
60.9;89.77
60.45;91.21
59.72;94.0
59.78;92.44
61.51;93.39
61.19;91.5
62.0;90.74
61.72;92.96
60.64;92.31
61.49;90.34
61.51;92.3
60.98;92.58
61.32;91.09
61.81;89.37
61.24;89.56
60.43;86.19
60.51;87.61
59.04;88.43
58.81;90.13
59.59;92.65
60.12;92.33
61.94;92.17
62.35;93.49
62.33;92.53
62.82;92.58
62.59;92.79
61.85;92.46
61.09;92.67
61.25;94.73
61.38;94.1
61.77;95.87
61.72;95.54
62.29;96.42
62.16;94.9
62.01;94.74
61.12;94.14
60.89;95.01
60.21;95.86
60.63;95.3
61.27;95.5
61.1;96.62
62.22;96.24
62.47;95.52
62.07;94.66
61.62;93.94
60.72;94.31
60.28;95.16
60.31;95.23
60.59;95.95
60.71;96.34
61.25;96.11
60.77;95.73
60.45;94.1
60.31;94.57
59.53;93.29
58.99;93.54
58.07;93.39
58.01;94.44
58.11;96.51
58.59;95.68
59.33;95.64
59.22;98.45
58.71;99.57
60.06;100.18
60.29;99.83
60.75;100.67
60.86;101.45
60.61;101.76
61.65;102.13
62.23;100.92
62.37;100.17
62.14;101.24
61.44;100.68
62.13;100.57
62.13;101.79
62.13;102.39
62.42;102.19
62.9;103.41
62.95;99.23
62.25;98.67
60.71;97.52
61.08;97.36
60.7;96.95
60.41;96.04
60.32;95.47
60.05;96.8
59.74;96.22
60.46;96.54
60.4;96.88
60.32;96.83
60.92;97.29
61.07;96.25
61.47;95.58
61.67;95.77
61.54;95.8
61.49;95.83
61.31;95.41
61.62;95.11
62.08;94.92
62.47;94.43
63.16;94.65
62.89;95.46
62.73;95.33
62.64;95.44
62.75;96.04
63.82;96.59
64.07;95.87
63.97;95.84
64.33;96.06
64.61;92.86
65.23;91.56
64.53;93.18
63.57;94.08
63.92;94.9
64.41;95.1
64.93;94.74
64.48;95.51
64.22;96.16
64.44;97.35
65.06;97.7
65.1;97.91
65.86;97.6
66.88;97.69
66.15;97.52
65.47;97.86
64.44;97.2
64.31;95.98
63.79;95.77
62.96;95.48
62.12;95.17
61.76;94.48
61.1;94.13
60.95;93.72
60.36;93.76
60.18;93.36
59.96;92.84
59.7;93.9
59.78;92.99
60.04;93.64
60.25;93.56
60.85;94.46
60.57;95.63
60.4;95.54
60.67;94.63
60.55;94.88
60.59;94.67
60.36;94.66
60.21;94.44
60.34;94.19
60.08;93.68
59.82;93.78
59.65;93.63
59.88;93.37
60.18;93.04
59.76;92.7
59.23;92.69
59.03;92.3
59.11;92.11
59.14;92.26
59.31;91.66
58.91;91.57
58.96;91.94
58.6;90.31
58.99;91.5
59.08;90.58
59.32;90.15
58.77;90.39
58.76;90.45
58.52;90.51
58.62;90.83
59.08;90.28
59.13;91.28
58.88;91.14
58.79;89.86
58.79;89.63
58.57;90.09
58.58;89.7
59.1;90.74
59.09;90.38
59.38;90.48
59.5;90.34
59.56;90.71
59.94;90.38
59.93;90.38
59.89;89.76
59.67;89.32
59.63;89.04
59.54;89.22
59.88;88.76
60.67;89.09
60.33;89.83
60.61;89.93
60.94;90.91
60.93;91.24
61.67;90.63
61.99;91.36
61.61;91.87
61.93;91.71
62.31;90.57
63.07;90.28
62.72;89.81
62.34;91.24
61.93;90.34
62.32;92.27
62.44;92.22
63.36;92.48
63.42;92.79
63.81;95.45
63.61;95.68
64.04;95.47
64.75;96.86
64.59;97.1
65.17;96.0
65.18;95.4
64.77;95.48
64.3;96.02
64.69;96.56
64.66;96.71
64.55;97.39
64.25;96.86
63.99;96.68
63.89;96.25
63.82;97.68
63.37;98.36
63.82;99.66
64.14;101.8
64.55;103.26
65.34;102.47
66.56;102.26
66.62;102.46
66.38;102.79
66.31;102.32
66.6;103.69
66.09;103.85
66.24;103.94
66.45;103.81
65.89;103.54
65.64;103.56
65.21;102.7
65.3;102.96
64.79;102.62
